nID_FlowPropertyClass;sData;nID_Flow;bExclude;sName;sRegionTime;saRegionWeekDay;sDateTimeAt;sDateTimeTo;nLen;sLenType;sGroup
1;{"0 0/15 9-12 ? * TUE *":"PT15M"};112;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};112;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};113;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};113;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};114;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};114;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};115;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};115;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};116;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};116;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};117;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};117;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};118;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};118;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};119;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};119;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};120;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};120;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};121;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};121;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};122;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};122;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};123;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};123;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};124;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};124;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};125;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};125;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};126;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};126;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};127;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};127;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};128;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};128;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};129;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};129;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};130;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};130;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};131;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};131;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};132;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};132;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};133;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};133;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};134;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};134;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};135;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};135;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};136;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};136;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};137;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};137;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};138;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};138;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};139;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};139;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};140;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};140;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};141;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 14-17 ? * THU *":"PT15M"};142;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};143;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};143;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};144;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};144;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};145;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};145;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};146;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};146;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};147;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};147;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};148;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};148;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};149;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};149;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};150;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};150;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};151;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};151;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};152;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};152;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};153;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};153;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};154;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};154;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 8-11 ? * TUE *":"PT15M"};155;false;Прийом вт;08:00-12:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-16 ? * THU *":"PT15M"};155;false;Прийом чт;13:00-17:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE *":"PT15M"};156;false;Прийом вт;09:00-13:00;tu;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * THU *":"PT15M"};156;false;Прийом чт;14:00-18:00;th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 15,45 10-11 ? * TUE,WED,FRI,SAT *":"PT30M"};158;false;ранковий прийом вт, ср,чт,пт, сб;10:00-12:00;tu,we,fr,sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0/20 9-12 ? * MON-FRI *":"PT20M"};159;false;прийом ранковий;09:00-13:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0/20 14-17 ? * MON-FRI *":"PT20M"};159;false;прийом вечірній;14:00-18:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 0,10,20,30,40,50 9-17 ? * MON-FRI *":"PT10M"};160;false;прийом основний;09:00-17:00;mon,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;10;Min;

1;{"0 0/15 14 ? * TUE-SAT *":"PT15M"};161;false;прийом основний;14:00-15:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 14-15 ? * MON,TUE,THU,FRI":"PT15M"};162;false;прийом за електронною чергою;14:00-15:00;mo,tu,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/20 8-12 ? * MON-FRI *":"PT20M"};163;false;прийом ранковий;08:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0/20 13-15 ? * MON-FRI *":"PT20M"};163;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};164;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};164;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};165;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};165;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};166;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};166;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};167;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};167;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};168;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};168;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/30 9-12 ? * TUE-SAT *":"PT30M"};169;false;прийом ранковий;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-17 ? * TUE-FRI *":"PT30M"};169;false;прийом вечірній;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-16 ? * SAT *":"PT30M"};169;false;прийом вечірній сб;14:00-16:30;sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0/30 9-12 ? * TUE-SAT *":"PT30M"};170;false;прийом ранковий;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-17 ? * TUE-FRI *":"PT30M"};170;false;прийом вечірній;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-16 ? * SAT *":"PT30M"};170;false;прийом вечірній сб;14:00-16:30;sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};171;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-14 ? * MON-FRI *":"PT15M"};171;false;прийом вечірній;13:00-15:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 30 15 ? * TUE,WED,FRI *":"PT30M"};172;false;прийом ранковий;15:30-16:00;tu,we,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 16 ? * TUE,WED,FRI *":"PT30M"};172;false;Вечірній прийом;16:00-17:00;tu,we,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0/15 14 ? * TUE,WED,FRI,SAT *":"PT15M"};173;false;прийом;14:00-15:00;tu,we,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-18 ? * MON *":"PT15M"};174;false;прийом пн;09:00-19:00;mo;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 9-16 ? * TUE-FRI *":"PT15M"};174;false;прийом вт-пт;09:00-17:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/30 9-12 ? * TUE-SAT *":"PT30M"};175;false;прийом ранковий;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-17 ? * TUE-FRI *":"PT30M"};175;false;прийом вечірній;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0/30 14-16 ? * SAT *":"PT30M"};175;false;прийом вечірній сб;14:00-16:30;sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0/20 16 ? * TUE-FRI *":"PT20M"};176;false;прийом основний;16:00-17:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};177;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};177;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};178;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};178;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};179;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};179;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};180;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};180;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};181;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};181;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};182;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};182;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-11 ? * MON-FRI *":"PT15M"};183;false;прийом ранковий;09:00-12:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 13-15 ? * MON-FRI *":"PT15M"};183;false;прийом вечірній;13:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/20 9-16 ? * MON-THU *":"PT20M"};184;false;прийом основний;09:00-17:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0/20 9-15 ? * FRI *":"PT20M"};184;false;прийом основний;09:00-16:00;fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 0/15 16-17 ? * MON-THU *":"PT15M"};185;false;прийом вечірній;16:00-18:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0,15,30 16 ? * FRI *":"PT15M"};185;false;Ранковий прийом основний1;16:00-16:30;fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/20 15-16 ? * TUE,WED,FRI *":"PT20M"};186;false;ранковий прийом вт, ср, пт;15:00-17:00;tu,we,fr;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0/20 9-10 ? * SAT *":"PT20M"};186;false;сб;09:00-11:00;sa;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0,20 16 ? * SAT *":"PT20M"};186;false;сб;16:00-16:20;sa;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 30 16 ? * TUE,WED,FRI *":"PT30M"};187;false;Основний прийом вт,ср,пт;16:30-17:30;tu,we,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0 17 ? * TUE,WED,FRI *":"PT30M"};187;false;Прийом основний;17:00-17:30;tu,we,fr;01.01.2017 08:00;31.12.2035 19:00;30;Min;
1;{"0 0,30 10 ? * SAT *":"PT30M"};187;false;Основний прийом сб;10:00-11:00;sa;01.01.2017 08:00;31.12.2035 19:00;30;Min;

1;{"0 0,15 12 ? * MON,TUE,THU,FRI *":"PT15M"};188;false;Ранковий прийом основний1;12:00-12:30;mo,tu,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 14-16 ? * MON,TUE,THU *":"PT15M"};189;false;Вечірній прийом основний;14:00-17:00;mo,tu,th;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/20 10-11 ? * MON-THU *":"PT20M"};190;false;Ранковий прийом основний1;10:00-12:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;20;Min;
1;{"0 0/20 14-16 ? * MON-THU *":"PT20M"};190;false;Вечірній прийом основний;14:00-17:00;mo,tu,we,th;01.01.2017 08:00;31.12.2035 19:00;20;Min;

1;{"0 0/15 9-12 ? * MON-FRI *":"PT15M"};191;false;Основний прийом;09:00-13:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-16 ? * MON-FRI *":"PT15M"};191;false;Основний прийом;14:00-17:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-15 ? * MON-FRI *":"PT15M"};192;false;Основний прийом;09:00-16:00;mo,tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE-SAT":"PT15M"};193;false;утренний прийом;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * TUE-FRI":"PT15M"};193;false;дневной прийом в будние;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-16 ? * SAT":"PT15M"};193;false;дневной прийом в субботу;14:00-17:00;sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE-SAT":"PT15M"};194;false;утренний прийом;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * TUE-FRI":"PT15M"};194;false;дневной прийом в будние;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-16 ? * SAT":"PT15M"};194;false;дневной прийом в субботу;14:00-17:00;sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE-SAT":"PT15M"};195;false;утренний прийом;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * TUE-FRI":"PT15M"};195;false;дневной прийом в будние;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-15 ? * SAT":"PT15M"};195;false;дневной прийом в субботу;14:00-16:00;sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;

1;{"0 0/15 9-12 ? * TUE-SAT":"PT15M"};196;false;утренний прийом;09:00-13:00;tu,we,th,fr,sa;01.01.2017 08:00;31.12.2035 19:00;15;Min;
1;{"0 0/15 14-17 ? * TUE-FRI":"PT15M"};196;false;дневной прийом в будние;14:00-18:00;tu,we,th,fr;01.01.2017 08:00;31.12.2035 19:00;15;Min;
